E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_235.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_235.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_235.jpg, 0, 0, 0, 7.868833E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_351.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_351.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_351.jpg, 0, 0, 0, 7.898763E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_451.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_451.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_451.jpg, 0, 0, 0, 8.093808E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_554.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_554.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_554.jpg, 0, 0, 0, 7.970458E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_669.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_669.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_669.jpg, 0, 0, 0, 7.921876E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_774.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_774.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_774.jpg, 0, 0, 0, 7.951601E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_879.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_879.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_879.jpg, 0, 0, 0, 7.78059E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_53_992.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_53_992.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_53_992.jpg, 0, 0, 0, 7.798028E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_101.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_101.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_101.jpg, 0, 0, 0, 7.788715E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_291.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_291.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_291.jpg, 0, 0, 0, 7.855744E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_379.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_379.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_379.jpg, 0, 0, 0, 7.860143E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_505.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_505.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_505.jpg, 0, 0, 0, 7.823725E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_621.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_621.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_621.jpg, 0, 0, 0, 7.83689E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_729.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_729.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_729.jpg, 0, 0, 0, 7.80002E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_836.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_836.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_836.jpg, 0, 0, 0, 7.817462E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_54_945.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_54_945.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_54_945.jpg, 0, 0, 0, 7.842433E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_049.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_049.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_049.jpg, 0, 0, 0, 7.85813E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_155.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_155.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_155.jpg, 0, 0, 0, 7.904153E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_267.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_267.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_267.jpg, 0, 0, 0, 7.947123E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_394.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_394.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_394.jpg, 0, 0, 0, 7.807421E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_494.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_494.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_494.jpg, 0, 0, 0, 7.781405E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_604.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_604.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_604.jpg, 0, 0, 0, 7.85938E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_705.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_705.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_705.jpg, 0, 0, 0, 7.784307E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_819.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_819.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_819.jpg, 0, 0, 0, 7.936582E-05
E:\menemukan-jalan\IMG\center_2023_01_13_08_50_55_927.jpg, E:\menemukan-jalan\IMG\left_2023_01_13_08_50_55_927.jpg, E:\menemukan-jalan\IMG\right_2023_01_13_08_50_55_927.jpg, 0, 0, 0, 7.816944E-05
